order_id,customer_id,order_dt,payment_method
72024,91618,11.06.2022,offline
71974,8542490,23.06.2021,online
71920,9090105,"13.06.2020",online
71898,6239636,13.01.2023,offline
71884,9785684,"10.07.2020",online
71817,4808420,"06.01.2022",online
71806,8788924,"04.10.2020",offline
71755,3423229,12.07.2022,offline
71602,3892795,"01.12.2021",offline
71507,4808420,"09.06.2021",offline
71495,7776169,"20.07.2020",offline
71474,6109375,"09.09.2020",offline
71457,3112132,"17.10.2020",offline
71423,4812043,23.04.2021,offline
71385,6740090,"29.01.2020",online
71355,6145504,19.01.2021,offline
71305,5937818,"27.07.2020",offline
71294,9978715,"23.09.2020",online
71285,948334,29.04.2021,online
71261,9851599,14.05.2022,offline
71234,5852935,"01.06.2022",online
71233,6888217,"09.07.2021",online
71222,7601333,"01.05.2023",online
71215,1291926,"02.11.2022",offline
71202,7000636,11.01.2021,offline
71187,9955675,"04.09.2021",online
71168,4104376,22.09.2021,online
71166,2102900,14.10.2021,online
71044,9767097,"18.04.2020",online
71024,8016267,20.01.2022,offline
71017,9552296,"22.04.2020",offline
70927,9552296,"05.09.2021",online
70915,7147379,25.09.2021,online
70912,1436524,19.03.2021,online
70903,1432858,29.09.2021,online
70898,7340071,15.11.2021,online
70846,8940788,"25.06.2020",offline
70811,3316103,22.11.2021,online
70805,4906435,21.12.2021,online
70797,5761311,"03.12.2022",online
70771,7946810,31.08.2022,offline
70757,9420024,"28.06.2020",online
70731,2102900,"07.01.2020",online
70712,3112132,21.01.2021,offline
70705,4141232,"19.08.2020",online
70699,9279399,28.07.2021,online
70691,2733795,13.07.2022,offline
70678,9871721,12.02.2022,offline
70555,4104890,"23.12.2020",online
70545,5511796,19.04.2021,offline
70542,9955675,"08.09.2020",offline
70508,9949746,"04.10.2021",offline
70429,9599952,14.03.2023,offline
70248,6397165,17.12.2022,online
70210,9841596,29.07.2021,offline
70207,1322312,"24.02.2020",offline
70109,9358854,"08.10.2021",online
70023,4147721,"20.05.2020",online
70004,3896308,"04.10.2020",online
70003,4997613,19.03.2023,online
69956,9020769,"13.10.2020",online
69936,8903079,29.09.2022,online
69916,1788676,"29.10.2020",online
69895,5511796,27.03.2022,offline
69891,4659372,22.01.2022,offline
69863,4630878,21.02.2021,offline
69824,2491745,13.03.2021,offline
69809,8647292,"28.12.2020",online
69797,9849164,"27.10.2020",online
69786,4713578,15.01.2022,online
69765,7425572,14.08.2021,offline
69737,5678004,"20.05.2020",offline
69731,2951321,17.03.2023,online
69714,1322312,"08.12.2020",offline
69634,9565866,24.12.2021,online
69613,252143,"09.12.2020",online
69611,9525027,21.03.2022,online
69574,9498683,"26.09.2020",online
69531,1918693,"16.04.2020",online
69518,1918693,26.08.2021,online
69500,3187128,11.10.2021,online
69445,3098667,29.04.2021,online
69402,6075539,22.02.2021,offline
69332,7431085,"13.10.2020",online
69264,2911210,"01.04.2022",online
69122,5665531,28.01.2022,offline
69034,252143,"05.03.2020",online
69021,5603214,22.02.2022,online
69016,2839353,"31.08.2020",online
69015,2215761,22.04.2021,online
68980,4398096,15.09.2021,online
68970,5980316,25.02.2023,online
68943,2627693,30.06.2021,online
68907,6235073,"03.04.2022",offline
68853,816871,17.12.2022,online
68819,6109375,27.04.2021,online
68807,1156414,23.03.2023,online
68791,8317488,15.05.2022,offline
68778,6740090,25.12.2022,offline
68704,2407002,"01.02.2023",offline
68607,9700458,24.09.2021,offline
68587,9171069,14.01.2023,offline
68559,2491745,15.04.2021,online
68557,3232209,29.07.2021,online
68524,816871,"01.02.2022",online
68451,91618,"03.11.2020",offline
68450,983084,21.02.2023,online
68446,9484200,"11.12.2020",offline
68408,4147806,"28.12.2020",online
68399,2627864,17.08.2021,offline
68378,4536632,"09.05.2022",online
68348,6139190,"30.11.2020",online
68337,3286151,18.06.2021,offline
68299,9450891,15.01.2022,online
68264,8190145,"21.09.2020",offline
68241,271207,"09.08.2021",online
68231,1322312,"07.04.2021",offline
68225,1827107,22.03.2021,offline
68189,3286151,"18.04.2020",online
68171,5348771,19.02.2022,online
68161,8195073,20.02.2022,offline
68091,7864358,"13.11.2020",online
68019,1678715,12.10.2022,online
68017,8112662,"07.07.2021",offline
67998,9565866,"16.05.2020",offline
67989,8291592,26.04.2022,offline
67818,1334341,28.04.2023,online
67785,2911210,"23.01.2020",online
67674,2912609,11.06.2022,offline
67668,7964933,"01.01.2022",offline
67621,9851599,30.06.2022,online
67595,3205971,"02.05.2022",offline
67581,1034078,22.03.2021,online
67526,7174299,"09.08.2022",offline
67516,4659372,17.04.2022,online
67470,9955675,"09.02.2022",online
67464,7147379,12.06.2021,online
67431,5907832,27.01.2022,online
67404,3669675,29.04.2022,online
67402,5126609,17.01.2023,online
67201,5907832,17.01.2023,online
67195,4963142,"07.08.2022",offline
67173,5981398,27.10.2021,online
67153,5511796,"08.12.2021",offline
67087,9020769,21.05.2022,offline
67079,8765352,30.04.2021,offline
67030,4909710,26.01.2021,offline
67018,5126609,19.06.2021,offline
67014,3232209,"01.02.2023",online
66948,8887959,"05.07.2022",offline
66941,4909710,17.10.2022,offline
66907,7013402,13.01.2022,offline
66882,8211030,"27.12.2020",online
66855,2551848,13.05.2021,online
66852,7381334,"02.07.2021",offline
66841,1322312,10.11.2022,online
66777,1220217,"18.10.2020",online
66760,1757142,"02.08.2022",offline
66747,113347,"19.08.2020",online
66730,7751030,28.07.2022,online
66724,2498535,"05.02.2022",offline
66664,4200162,"01.11.2020",online
66593,972383,16.11.2022,online
66589,9090105,"22.12.2020",online
66580,4645602,"01.01.2023",offline
66578,6235073,"07.03.2022",online
66513,1908237,12.01.2021,online
66503,4748490,"18.04.2020",online
66465,3237649,10.09.2022,offline
66463,4104376,"31.07.2020",online
66462,5635923,25.11.2021,offline
66426,4641043,16.07.2021,offline
66425,9949746,"09.07.2022",online
66390,9949746,"02.06.2021",offline
66386,9871721,29.12.2022,online
66320,8494844,"08.12.2022",offline
66301,3318448,"19.07.2020",offline
66243,3277864,"13.05.2020",online
66224,7586335,"12.08.2020",offline
66214,5755341,29.01.2021,online
66179,263450,27.03.2021,online
66152,2839353,25.09.2022,online
66130,219455,15.05.2021,online
66118,8042250,29.11.2022,offline
66077,7946166,18.06.2022,online
66072,3318448,"15.02.2020",offline
66041,4966258,"25.01.2020",online
66023,4147721,20.09.2021,online
65991,8283210,11.01.2022,online
65982,8131696,"10.10.2020",online
65977,5355222,"09.02.2023",offline
65879,7382995,12.06.2021,offline
65848,4948747,12.05.2022,online
65801,9530444,16.04.2023,offline
65791,4376295,"08.04.2021",offline
65760,45933,10.01.2021,offline
65753,4641043,"01.04.2022",online
65642,8513493,22.03.2023,offline
65636,5932958,13.03.2023,online
65605,1125538,"14.10.2020",online
65461,3340564,"06.02.2021",online
65410,7601333,17.04.2021,offline
65403,3286151,"17.04.2020",offline
65372,1105318,"07.07.2020",online
65354,1788676,14.01.2022,online
65345,3316103,14.01.2023,online
65311,4564013,29.12.2021,offline
65281,1827107,23.09.2022,online
65271,2215761,"08.08.2020",offline
65219,2951321,16.10.2021,offline
65188,3488569,14.05.2022,offline
65083,983084,"31.08.2020",offline
65071,1432858,"02.08.2021",online
65068,953082,"12.02.2020",offline
65017,5186556,"29.10.2020",online
65005,8987261,"02.09.2020",online
64970,4683435,28.08.2022,online
64961,91618,"08.12.2022",offline
64941,1827107,"08.07.2020",online
64896,6680279,"03.05.2021",online
64855,9700458,"18.11.2020",online
64820,436078,14.01.2023,online
64811,3847672,"09.09.2021",offline
64792,1388281,13.01.2022,offline
64753,3097030,13.02.2023,online
64693,7349502,"20.08.2020",online
64664,6235073,20.08.2022,offline
64608,3164033,12.10.2022,online
64581,2840310,"31.12.2020",offline
64549,2437302,24.03.2023,online
64548,7381334,27.06.2022,online
64541,4189625,"29.01.2020",online
64475,7013402,"04.02.2020",online
64445,7637780,28.01.2022,online
64427,9941395,"05.02.2020",offline
64378,6043995,23.02.2021,offline
64285,7728365,19.09.2021,online
64236,2140545,"29.08.2020",offline
64211,258432,"03.06.2020",offline
64208,9955675,13.03.2023,offline
64204,5511796,11.12.2021,online
64165,1559089,18.12.2021,offline
64082,9949746,"03.03.2020",offline
64058,5932958,"08.05.2022",offline
64040,2033294,19.01.2023,online
64029,9450891,12.04.2021,online
64007,1278173,31.07.2021,online
63951,6118259,"14.08.2020",offline
63941,1083562,30.07.2021,online
63920,7964933,24.02.2023,online
63873,3277864,"30.06.2020",offline
63868,2456567,"03.10.2022",offline
63796,2471692,"02.09.2020",offline
63793,6109375,22.03.2021,online
63773,2733795,21.10.2022,offline
63735,9481903,"08.08.2020",offline
63734,2839353,"12.07.2020",online
63645,436078,21.05.2022,offline
63592,2215761,"05.07.2022",online
63565,2122115,24.02.2021,online
63559,46175,"01.09.2020",offline
63544,4494818,"17.10.2020",offline
63496,9767097,15.03.2023,offline
63380,5907832,"01.11.2021",offline
63359,8016267,"13.02.2020",offline
63343,8157735,"07.07.2021",online
63326,7352391,30.04.2022,online
63279,950760,"08.03.2022",offline
63240,3704618,"04.10.2020",offline
63139,5908034,14.01.2022,online
63117,3286151,25.09.2022,online
63094,6803453,"11.04.2020",offline
63068,5001580,16.10.2021,offline
62975,8552253,"27.07.2020",offline
62972,712982,17.04.2022,online
62961,9568232,"07.03.2023",offline
62955,7946166,26.11.2021,online
62923,3656857,10.05.2022,offline
62911,3187735,"12.11.2020",offline
62854,449278,"29.04.2020",online
62848,935381,"04.06.2022",online
62846,712982,15.09.2022,offline
62835,9279399,26.03.2022,offline
62756,4200162,24.08.2021,offline
62668,4812043,"09.03.2020",online
62633,7830975,"13.05.2020",offline
62542,2576384,"05.04.2020",online
62508,865084,22.03.2023,online
62482,8979408,"08.03.2022",online
62432,7751030,25.09.2021,offline
62428,2073967,"08.12.2022",offline
62368,9858259,"27.10.2020",online
62346,7862603,27.01.2021,offline
62300,8765352,27.08.2022,offline
62228,4147721,"06.12.2022",offline
62197,9444547,20.09.2021,online
62144,4630878,"07.09.2021",online
62123,7637780,"02.02.2021",online
62122,8760454,"18.03.2020",online
62106,4906435,"12.09.2020",offline
62044,4641043,"27.07.2020",offline
62029,436078,28.02.2022,online
61990,6022622,11.04.2023,offline
61949,3320816,"22.10.2020",offline
61819,5186556,15.06.2022,offline
61808,3164493,23.02.2022,online
61789,6515059,"13.12.2020",online
61774,2437302,13.04.2021,online
61767,7013402,"10.03.2020",offline
61745,339581,"06.02.2023",online
61736,8175869,"20.07.2020",offline
61680,4818421,"24.11.2020",online
61608,45933,"24.05.2020",offline
61562,7431085,"02.09.2022",online
61511,2239595,25.09.2022,online
61505,6350976,28.02.2022,online
61492,4536683,24.09.2022,offline
61426,8596601,"13.09.2020",offline
61407,6350976,"03.06.2021",offline
61347,6239636,24.04.2021,online
61325,5981398,"09.06.2020",offline
61272,8591362,"23.12.2020",online
61227,3881923,13.03.2021,offline
61220,8264228,14.04.2021,online
61149,9589575,22.12.2022,offline
61090,7601333,27.03.2022,online
61003,4429780,24.03.2023,online
60943,7431085,28.02.2023,offline
60830,2794874,"05.06.2021",offline
60779,4180347,31.07.2022,online
60750,8283210,"13.10.2020",offline
60671,3699199,27.06.2021,offline
60647,4641043,"08.12.2020",offline
60608,6371316,"19.02.2020",offline
60576,7615686,"29.02.2020",online
60508,8172912,"26.10.2020",offline
60489,7199090,14.07.2021,offline
60470,4773017,"01.10.2020",online
60461,4909710,20.10.2022,offline
60387,3164493,"23.01.2020",offline
60362,1083562,30.04.2022,offline
60300,6319082,21.02.2023,online
60260,4997613,20.04.2022,offline
60160,4498799,"03.10.2020",online
60158,7803392,"05.02.2022",offline
60151,9156814,29.03.2021,offline
60136,8291592,"01.02.2021",online
60126,9450891,"20.12.2020",offline
60120,7751030,"09.03.2022",online
60072,4470621,"09.02.2023",online
60034,4104376,"21.10.2020",offline
60031,8433372,20.01.2022,offline
59941,7615686,25.11.2021,online
59917,1757142,21.02.2023,offline
59908,6043995,"03.01.2022",offline
59868,5665531,20.04.2023,online
59855,327660,23.11.2021,online
59841,5907832,28.02.2023,online
59820,7946166,16.05.2021,offline
59804,553536,"22.08.2020",offline
59774,2863917,"20.10.2020",online
59773,4534342,29.03.2023,offline
59752,961260,19.11.2022,offline
59749,7253873,"09.09.2022",online
59668,2576384,"03.08.2022",offline
59654,2498535,"05.02.2021",offline
59518,8828130,13.02.2021,online
59505,1125538,12.04.2023,online
59499,9530444,14.01.2022,online
59491,4104376,12.11.2022,offline
59484,3581230,"27.11.2020",online
59432,3320816,"05.07.2020",online
59431,3287460,12.10.2022,offline
59424,6517519,18.09.2022,online
59418,5981398,"10.10.2020",online
59389,8157735,"21.11.2020",offline
59345,1105318,23.07.2022,offline
59329,4180347,11.03.2023,offline
59316,7946166,"01.11.2021",online
59283,7349502,"05.04.2021",offline
59270,7108795,"21.07.2020",online
59246,9841663,28.04.2022,online
59236,6888217,"02.07.2020",offline
59165,983084,"01.12.2022",offline
58986,9020769,"07.11.2020",offline
58943,1338867,"04.04.2022",online
58872,3258133,"25.02.2020",online
58869,5980316,"08.03.2022",online
58831,8979408,21.01.2022,offline
58824,6371316,"21.09.2020",offline
58814,1291926,"07.12.2021",offline
58783,4964488,"07.12.2021",offline
58779,4748490,12.09.2021,offline
58745,3320816,28.06.2022,online
58685,8175869,"28.03.2020",online
58672,9444547,18.03.2021,offline
58647,9858259,10.05.2021,online
58562,2523079,12.03.2021,offline
58523,2067146,"02.08.2021",offline
58516,2523079,"23.06.2020",online
58430,2250569,20.04.2023,offline
58378,8131696,27.03.2021,offline
58318,2193120,26.02.2021,offline
58306,7352391,"05.10.2022",online
58298,9841663,21.07.2022,offline
58295,6139190,28.01.2021,online
58265,9279399,"30.04.2020",offline
58133,9517861,10.09.2022,online
58104,2466608,28.08.2022,offline
58059,3187128,"07.01.2021",online
58022,4036724,26.01.2021,online
57944,4814995,14.04.2023,offline
57916,8793286,23.08.2022,online
57901,3863105,15.04.2023,offline
57871,953082,"13.05.2020",online
57842,3223560,"21.10.2020",online
57794,9565866,20.10.2021,offline
57782,5605913,"27.06.2020",online
57780,7244925,18.11.2021,offline
57769,2102900,"03.11.2021",online
57765,935381,"09.11.2020",online
57763,8852823,10.05.2021,offline
57744,4966258,"07.03.2022",offline
57737,3163123,12.04.2023,online
57672,2363205,13.10.2022,online
57667,2466608,26.12.2022,offline
57646,8317488,"03.05.2021",online
57623,7760533,24.03.2021,offline
57580,8596601,"17.11.2020",offline
57579,91618,"29.04.2020",online
57558,9168167,28.07.2022,online
57452,4534342,"05.08.2022",offline
57444,4161982,"10.07.2020",online
57406,4376295,"05.01.2022",offline
57374,2951321,"03.11.2021",offline
57332,5937818,18.10.2022,offline
57329,7431664,"09.09.2020",offline
57256,5932958,"08.02.2023",online
57239,1125364,"05.11.2021",offline
57238,1947571,"10.01.2020",online
57200,2911210,"19.02.2020",online
57190,8701726,"24.12.2020",offline
57134,4036724,"07.07.2022",online
57127,101112,16.07.2022,online
57087,6370195,18.05.2021,offline
57036,380443,"07.11.2021",offline
57015,935381,"09.02.2023",offline
57013,7081465,16.03.2021,offline
56992,1825752,"11.03.2020",online
56927,7760533,16.04.2023,offline
56817,8793286,"01.11.2022",online
56797,269301,22.02.2021,online
56790,339581,29.03.2023,online
56778,4997613,26.09.2022,online
56775,2250569,"14.01.2020",offline
56744,3163123,22.01.2022,online
56707,4748490,25.11.2021,offline
56666,6397165,14.11.2022,offline
56657,1678715,18.02.2023,offline
56648,1918693,20.09.2022,offline
56596,8793286,23.04.2022,online
56430,5908034,"05.04.2022",offline
56419,219455,"07.01.2021",offline
56413,6908036,"16.11.2020",offline
56374,2565819,"09.09.2022",offline
56371,5955589,11.12.2022,offline
56348,7946166,"23.04.2020",offline
56328,7174299,"03.10.2021",online
56303,45933,"02.02.2022",online
56277,7000636,"27.11.2020",offline
56204,1388281,15.04.2021,offline
56203,3847672,"09.01.2023",offline
56168,9568232,20.01.2023,online
56103,2073967,"28.01.2020",online
56086,7783672,18.11.2021,online
56069,5025416,"21.01.2020",offline
55964,5355222,25.07.2021,online
55852,2363205,"01.12.2020",offline
55819,8591362,"22.04.2020",online
55749,2903945,"06.12.2021",offline
55691,4773017,14.07.2022,offline
55639,5684078,"29.07.2020",online
55543,7397121,"01.11.2020",offline
55532,6080668,25.04.2021,online
55509,6022622,14.02.2022,online
55500,581451,"01.03.2021",offline
55476,209740,24.04.2022,online
55475,581451,"08.10.2021",offline
55471,5178045,"04.12.2020",online
55466,1678715,20.10.2021,online
55368,4378452,"28.02.2020",offline
55367,7796294,27.06.2021,offline
55351,7146160,18.11.2021,online
55276,3348290,"23.05.2020",offline
55249,3656857,"28.11.2020",offline
55201,7108795,11.01.2023,online
55185,2903945,"04.04.2022",online
55128,2193120,11.01.2021,online
55123,7199090,28.01.2023,offline
55110,1587527,"15.02.2020",online
55100,3933211,"19.10.2020",offline
55090,687924,15.07.2022,offline
55050,4812339,25.10.2022,offline
55017,4659372,"11.05.2020",online
54988,6319082,20.01.2023,offline
54895,6729940,"01.01.2020",offline
54893,9156396,16.03.2022,online
54889,8376874,13.05.2022,offline
54791,3863105,21.07.2022,offline
54764,2911210,17.01.2023,offline
54754,9859117,29.03.2023,offline
54728,8647292,24.11.2022,offline
54683,1559089,10.12.2021,online
54637,4906435,11.04.2023,offline
54610,3316103,"08.08.2021",offline
54534,7946166,11.09.2022,offline
54510,1746162,"22.06.2020",offline
54505,948334,"28.08.2020",online
54466,271207,27.12.2022,online
54451,8760454,"12.01.2020",online
54436,6239636,30.07.2022,offline
54283,2576384,22.11.2021,offline
54204,8929248,"04.05.2020",offline
54187,1757142,"25.04.2020",offline
54184,6177237,21.01.2023,online
54131,339581,18.09.2022,online
54065,3320234,"29.02.2020",online
54047,339581,"29.08.2020",online
54032,2125342,14.09.2021,online
54012,9599952,"22.11.2020",online
53958,6803453,14.04.2023,online
53909,2227895,"13.11.2020",offline
53892,258432,11.08.2022,offline
53827,9983236,16.08.2021,online
53797,1072587,"22.06.2020",offline
53767,6177237,"01.11.2021",offline
53743,865084,18.11.2022,online
53725,3210571,"04.07.2022",online
53704,5684078,25.10.2022,offline
53608,4161982,28.01.2022,online
53527,7757457,"04.02.2022",online
53509,2565819,"05.06.2020",online
53472,5932958,"30.05.2020",offline
53430,2466608,"01.06.2022",offline
53412,4909710,"27.04.2020",offline
53343,9970004,"09.07.2020",offline
53341,3591982,11.11.2022,offline
53315,4244509,28.04.2021,offline
53271,1156414,"06.09.2021",offline
53267,3863105,27.01.2022,offline
53264,3348290,"08.01.2021",offline
53259,4738182,25.07.2022,offline
53116,9420024,28.11.2022,offline
53028,6371316,"03.04.2022",online
52978,1082513,15.10.2022,offline
52944,4374148,"08.02.2022",offline
52886,8790076,20.04.2022,online
52878,1125364,"08.06.2022",offline
52838,7130090,27.05.2021,offline
52826,8765352,"05.08.2020",online
52808,2250569,"01.08.2020",offline
52718,9420024,11.04.2022,online
52657,3320816,11.05.2022,online
52600,436078,"22.08.2020",online
52488,9090105,"07.01.2021",offline
52465,9841596,16.01.2023,offline
52460,8376874,11.02.2023,online
52449,5955589,"25.07.2020",offline
52444,1469502,"03.08.2021",online
52435,3744940,11.01.2022,online
52422,1083562,"04.08.2021",offline
52419,4909710,28.05.2021,offline
52414,7425572,30.09.2022,online
52385,6766988,"04.01.2020",online
52377,7796294,11.04.2023,offline
52341,6177237,15.07.2021,offline
52302,9090105,"02.06.2021",online
52259,4997613,22.03.2021,online
52248,4534342,17.04.2023,online
52171,8568720,"06.11.2022",online
52135,3286151,14.04.2021,online
52122,9863167,"17.09.2020",online
52067,4963142,"05.11.2022",offline
51949,1827107,"20.11.2020",online
51942,8064579,23.01.2022,online
51885,1788676,"01.06.2021",online
51758,1436524,"05.07.2021",offline
51712,3973617,"31.08.2020",online
51614,1825752,"22.05.2020",offline
51611,6080668,23.12.2022,online
51586,6397165,21.04.2023,online
51546,2365208,"13.08.2020",online
51541,3210571,"02.01.2022",offline
51481,7783672,18.06.2022,online
51474,9279399,21.06.2021,online
51448,6739793,20.04.2023,offline
51378,8042250,"18.02.2020",online
51349,2130937,17.08.2021,online
51346,7253873,"07.04.2023",online
51317,7349502,31.01.2022,offline
51304,4834931,"01.12.2022",online
51275,2903945,"02.09.2020",online
51243,7760533,"04.02.2021",offline
51229,4557282,25.03.2023,online
51191,6109375,"01.10.2022",online
51134,161844,18.04.2021,online
51030,9511373,"15.01.2020",offline
50998,5122784,11.09.2021,offline
50972,2102900,10.12.2022,online
50971,6680512,"06.05.2020",offline
50809,4564013,"20.10.2020",online
50747,1097897,21.03.2022,offline
50737,2522296,11.02.2023,online
50677,3603634,"06.01.2023",offline
50675,4617094,"04.10.2022",online
50671,2067146,23.01.2023,online
50667,8264228,"16.08.2020",offline
50596,219455,"12.04.2020",online
50556,4104376,"27.09.2020",offline
50482,7776169,13.03.2022,online
50469,2769270,"22.03.2020",online
50406,6075539,29.08.2022,online
50388,9599952,"13.05.2020",online
50365,1759350,"05.03.2020",offline
50359,8475573,"05.11.2022",offline
50326,380443,24.04.2023,online
50301,5385017,"26.08.2020",offline
50238,9511373,"15.03.2020",online
50186,9450891,"14.04.2020",offline
50179,5511796,"05.06.2021",offline
50176,2929238,"02.09.2021",online
50164,3933211,30.07.2022,offline
50145,6729940,"02.04.2022",online
50121,6971132,27.08.2022,online
50100,3320234,"19.11.2020",online
50046,2193120,"26.07.2020",offline
50017,8131696,"09.10.2022",offline
49954,3232209,17.03.2022,offline
49876,455715,"28.10.2020",offline
49872,5202940,"09.05.2021",online
49869,1587527,25.03.2021,online
49863,8211030,17.04.2021,online
49812,6971132,"06.12.2021",offline
49733,8852823,"07.04.2023",online
49712,8852823,"05.12.2021",offline
49683,6358354,"07.11.2022",online
49643,9589575,20.12.2021,online
49597,4036724,"23.08.2020",offline
49578,3892795,27.01.2022,online
49564,4808420,"09.08.2020",offline
49560,8857342,28.09.2021,online
49505,5348771,"05.02.2022",online
49441,5893207,"29.11.2020",offline
49402,8966871,12.12.2022,offline
49301,5907832,27.04.2022,online
49286,8591362,"18.12.2020",online
49252,7425572,11.10.2022,offline
49225,8042250,15.01.2021,online
49161,2951321,"07.10.2021",online
49154,4748490,14.08.2021,offline
49153,4147721,14.04.2021,offline
49128,4534342,"03.06.2021",online
49116,4398096,31.07.2021,online
49112,323076,"09.08.2022",online
49095,2565819,"09.06.2020",offline
49025,6286907,10.08.2022,offline
49014,9420024,"27.06.2020",online
48983,4617094,19.07.2022,offline
48973,3237649,28.11.2022,offline
48959,4775564,15.03.2023,offline
48940,6615705,28.04.2023,offline
48932,8157735,"01.07.2022",offline
48911,4564013,19.03.2023,offline
48879,8929248,12.05.2022,online
48873,9858259,14.04.2023,offline
48836,113347,"14.02.2020",online
48835,9785684,"02.01.2022",offline
48832,581451,26.01.2023,offline
48772,4683435,17.01.2021,offline
48769,6397165,"04.02.2021",offline
48749,8211030,21.11.2021,online
48737,9022356,"09.12.2020",online
48714,2893413,21.01.2021,online
48706,288916,"19.07.2020",offline
48693,1827107,"06.04.2023",online
48669,3097030,24.11.2022,online
48667,1939578,13.05.2022,online
48644,9565866,"21.04.2020",offline
48580,4104376,"27.07.2020",offline
48576,3488569,"02.04.2020",online
48572,6811586,25.02.2023,offline
48569,6680279,21.02.2022,offline
48565,4090948,22.05.2021,online
48496,7601333,29.04.2021,online
48462,9517861,11.10.2022,online
48448,1034078,16.03.2022,online
48413,9058381,21.08.2021,online
48396,3744940,22.03.2022,online
48360,3286151,"06.05.2022",online
48349,327660,"05.07.2020",offline
48291,2193120,"01.01.2022",online
48253,6809972,"08.02.2020",offline
48231,5603214,"16.09.2020",online
48187,4812043,24.03.2021,online
48149,8552253,26.01.2021,offline
48144,5635923,"25.07.2020",online
48138,4259101,30.06.2022,online
48104,3744940,27.05.2021,online
48023,4189625,12.10.2021,online
47979,6803453,"19.03.2020",offline
47964,8506018,10.09.2021,offline
47945,8903079,"30.08.2020",online
47829,6022622,13.01.2021,offline
47816,9058381,"29.03.2020",online
47779,953082,28.11.2022,online
47748,9963256,"29.04.2020",online
47706,2407002,"31.12.2020",online
47657,7946810,"08.04.2020",offline
47641,4947863,"08.03.2022",offline
47625,5932958,"11.08.2020",online
47609,9058381,"09.02.2020",online
47608,818921,24.08.2022,offline
47600,1806908,17.11.2022,online
47496,4812339,"07.05.2020",offline
47443,113347,26.04.2023,online
47387,4147806,17.05.2022,online
47386,9568232,24.09.2022,online
47379,961260,"09.08.2020",online
47364,8628476,28.01.2022,online
47356,4036724,"09.04.2022",online
47336,6235073,17.09.2022,offline
47241,2929238,"07.12.2021",online
47189,4374148,30.08.2022,offline
47171,3656851,31.01.2022,online
47169,1788676,"19.12.2020",online
47129,1291926,13.11.2022,offline
47102,7757457,"26.01.2020",online
47052,6908036,"07.01.2021",offline
47041,9941395,17.05.2022,online
47028,3163123,"06.04.2020",offline
47012,6971132,20.02.2021,online
46996,2522296,30.09.2022,offline
46970,1908237,27.08.2021,online
46945,6811586,17.02.2021,offline
46933,6971132,27.10.2022,online
46923,5907832,"02.12.2021",online
46922,3098667,"06.12.2020",online
46909,9589575,14.11.2021,offline
46893,4470621,25.07.2021,offline
46868,8966871,28.09.2021,offline
46762,1759350,13.08.2022,online
46695,449278,"06.09.2021",offline
46678,8860090,28.11.2022,online
46656,5937818,12.04.2022,online
46546,1827107,"06.10.2021",offline
46522,219455,14.02.2022,online
46485,3591982,"10.11.2020",offline
46480,1125364,18.12.2022,offline
46476,8860090,13.04.2021,offline
46426,269301,"04.05.2022",offline
46316,6235073,"01.10.2021",offline
46230,1436524,21.01.2022,online
46195,3340564,13.04.2021,offline
46061,113347,24.06.2022,online
46026,5186556,"08.11.2021",offline
46022,5932958,"20.07.2020",online
46007,2968078,"06.02.2022",offline
45996,2911210,29.03.2021,online
45908,9841596,"09.05.2022",online
45883,9671215,"30.07.2020",offline
45809,3097030,27.04.2023,offline
45706,207098,24.08.2022,online
45606,8828130,"03.01.2022",offline
45569,3340564,"17.08.2020",online
45544,8042250,"07.08.2020",online
45452,2951321,25.06.2021,online
45447,3656851,16.12.2022,offline
45392,2551848,"17.09.2020",online
45346,8042250,28.06.2022,offline
45342,4641043,29.06.2022,offline
45306,5932958,12.06.2021,offline
45289,7299432,27.10.2021,online
45264,950760,"08.06.2020",offline
45221,5533413,11.07.2022,online
45215,7864358,14.09.2021,online
45189,2546847,"08.11.2021",online
45094,4812043,"01.09.2022",online
45085,2962652,22.09.2022,offline
45046,4808420,"09.11.2022",online
45040,8506018,"05.05.2021",offline
45010,2522296,10.11.2022,online
44999,9511373,"09.01.2022",offline
44983,4963142,"04.04.2021",offline
44972,9963256,"08.09.2022",online
44941,2365208,"06.05.2020",offline
44913,9858259,30.12.2021,offline
44903,1484345,24.02.2021,offline
44887,4141232,"03.04.2022",online
44881,6803453,"20.01.2020",offline
44861,3704618,21.02.2023,online
44841,1034078,"03.07.2021",online
44792,3896308,20.05.2022,online
44778,4738182,"03.03.2021",offline
44756,8790076,30.10.2022,online
44712,6075539,28.04.2021,online
44626,9586314,19.03.2023,online
44608,8887959,"02.12.2022",online
44588,865084,11.02.2021,offline
44574,9970004,18.05.2022,online
44539,271207,"15.08.2020",online
44536,5430901,17.08.2022,online
44496,3112132,28.04.2023,online
44480,4631776,"02.06.2022",offline
44479,209740,14.03.2022,offline
44460,5348771,"09.12.2021",online
44381,7586335,18.06.2022,offline
44360,4536632,"02.10.2022",online
44308,8979408,"05.01.2020",online
44281,8701726,25.02.2023,online
44263,3112132,31.10.2022,online
44228,9589575,"20.11.2020",offline
44191,563853,28.04.2021,offline
44181,2122115,"01.04.2021",offline
44132,7147379,"05.04.2021",online
44088,5355222,24.08.2021,online
43998,8596601,28.01.2022,offline
43915,1916207,27.04.2023,offline
