session_id,customer_id,start_dttm,finish_dttm,device_name
1186,9399964,"07.09.21 10:36","08.09.21 11:37",Android
1187,9156814,11.11.21 18:10,13.11.21 0:06,MacOS
1188,6350976,17.09.21 18:45,19.09.21 1:56,iOS
1189,3164033,"06.08.20 7:46","06.08.20 17:14",MacOS
1190,5893207,11.08.21 5:48,11.08.21 20:43,iOS
1191,5908034,13.01.22 0:02,13.01.22 19:26,Windows
1192,8283210,13.10.20 11:27,13.10.20 19:03,Windows
1193,9955675,"06.06.20 14:33","07.06.20 7:51",MacOS
1194,5202940,14.02.23 13:45,15.02.23 15:20,MacOS
1195,6022622,13.03.23 21:57,14.03.23 0:32,Android
1196,4378452,22.12.21 20:27,23.12.21 2:07,Android
1197,4161982,11.02.22 2:42,12.02.22 10:07,MacOS
1198,9863167,13.10.20 4:36,13.10.20 22:37,Windows
1199,4378452,22.12.21 20:18,24.12.21 7:56,Android
1200,4374148,"08.01.20 22:07",10.01.20 6:29,Android
1201,8860090,"02.11.22 16:06","03.11.22 20:58",iOS
1202,5980316,"06.03.22 14:00","07.03.22 2:06",Ubuntu
1203,2840310,11.10.20 16:00,11.10.20 20:11,Windows
1204,3933211,11.07.21 14:28,12.07.21 0:51,Android
1205,1768745,"09.08.20 13:52",10.08.20 17:59,Ubuntu
1206,9565866,"08.11.20 10:59","08.11.20 18:06",Android
1207,1587527,19.02.23 19:05,21.02.23 6:30,Ubuntu
1208,3197234,23.04.22 10:31,24.04.22 6:17,Android
1209,3205971,17.11.20 8:23,17.11.20 20:28,Windows
1210,9450891,14.01.22 2:45,15.01.22 4:29,Android
1211,5348771,"08.01.21 12:24","09.01.21 20:07",iOS
1212,1469502,13.02.23 22:41,14.02.23 0:47,Windows
1213,6235073,17.12.20 8:11,18.12.20 10:39,iOS
1214,8591362,22.12.20 7:49,22.12.20 19:05,Android
1215,8334540,14.01.21 3:18,15.01.21 4:33,iOS
1216,9156396,11.08.22 10:33,12.08.22 4:14,iOS
1217,2654849,22.10.21 19:28,23.10.21 13:12,MacOS
1218,7664568,10.04.23 12:14,11.04.23 22:38,iOS
1219,5430901,23.03.21 0:57,24.03.21 6:40,Windows
1220,2067146,"02.03.21 21:13","03.03.21 22:00",Windows
1221,5955822,22.07.22 0:45,22.07.22 12:15,Android
1222,4713578,"06.09.20 16:15","07.09.20 23:03",MacOS
1223,553536,"02.08.21 2:11","03.08.21 4:08",Windows
1224,7776169,19.12.22 4:40,20.12.22 16:11,Ubuntu
1225,4147721,28.04.23 15:03,29.04.23 3:15,iOS
1226,2794874,"03.03.20 16:55","03.03.20 23:26",Ubuntu
1227,3318448,22.06.21 16:30,23.06.21 1:50,Ubuntu
1228,9963365,"02.01.20 0:21","03.01.20 2:23",MacOS
1229,7728365,14.02.22 21:00,16.02.22 0:31,Android
1230,2841676,24.02.23 9:33,25.02.23 5:36,iOS
1231,2576384,26.09.21 17:45,27.09.21 23:52,iOS
1232,2250569,31.12.22 17:15,"02.01.23 0:45",Windows
1233,4036724,18.06.21 7:36,19.06.21 2:01,Ubuntu
1234,5001580,"06.02.21 4:18","07.02.21 2:08",Windows
1235,3656851,"07.05.20 22:22","09.05.20 0:51",Windows
1236,7728365,14.02.22 13:15,14.02.22 23:18,MacOS
1237,6370195,14.01.20 12:44,15.01.20 17:21,Windows
1238,4748490,17.04.20 10:17,17.04.20 20:51,iOS
1239,3232209,"03.04.20 7:46","04.04.20 12:10",Android
1240,5635923,24.07.22 21:22,25.07.22 21:24,Android
1241,7199090,13.07.21 22:04,14.07.21 17:25,Windows
1242,9484200,10.12.20 9:24,10.12.20 16:56,Ubuntu
1243,8294970,11.04.21 19:36,11.04.21 20:37,MacOS
1244,2456567,"04.11.20 1:31","04.11.20 10:10",Android
1245,5126609,24.07.20 5:31,25.07.20 13:38,Ubuntu
1246,380443,"06.11.21 1:15","06.11.21 14:08",Ubuntu
1247,4141232,18.12.20 9:30,19.12.20 14:55,MacOS
1248,8294970,11.04.21 13:35,12.04.21 1:05,Android
1249,4374148,"09.01.20 0:00",10.01.20 4:46,iOS
1250,4200162,"01.05.22 14:23","01.05.22 20:53",Ubuntu
1251,1939578,"01.08.20 20:13","01.08.20 22:10",MacOS
1252,5937818,26.07.20 2:50,27.07.20 6:50,Android
1253,8686227,16.09.22 10:18,16.09.22 12:08,MacOS
1254,6766988,26.02.22 12:44,27.02.22 2:57,MacOS
1255,6071307,"08.02.22 17:04","09.02.22 17:00",Android
1256,9444547,26.02.21 20:11,27.02.21 10:26,MacOS
1257,7664568,10.04.23 23:58,11.04.23 23:36,Android
1258,7864358,25.01.20 1:09,25.01.20 22:47,Android
1259,3656851,"07.05.20 13:50","07.05.20 18:25",Ubuntu
1260,8016267,19.02.23 22:07,21.02.23 6:55,Ubuntu
1261,6071307,"08.02.22 22:14",10.02.22 7:53,Ubuntu
1262,2649465,14.06.22 20:38,15.06.22 16:02,iOS
1263,3277864,12.05.20 10:10,13.05.20 18:03,iOS
1264,3363037,27.12.20 14:25,27.12.20 16:03,Ubuntu
1265,5603214,27.09.22 14:23,28.09.22 3:32,iOS
1266,8343389,12.12.20 5:33,12.12.20 10:04,Ubuntu
1267,2140545,"08.09.20 4:40","09.09.20 15:11",iOS
1268,3933211,11.07.21 20:00,12.07.21 11:47,Android
1269,2491745,12.03.21 14:42,13.03.21 2:34,Ubuntu
1270,7571024,"09.04.21 1:06",10.04.21 5:12,Android
1271,2996899,19.11.21 0:29,19.11.21 5:21,iOS
1272,2912609,11.05.20 14:52,13.05.20 1:12,Android
1273,5001580,"06.02.21 17:35","07.02.21 21:21",iOS
1274,9589575,21.04.23 23:29,22.04.23 9:25,Ubuntu
1275,9841663,27.07.20 10:31,27.07.20 22:41,Ubuntu
1276,8857342,24.07.22 18:47,24.07.22 23:06,Android
1277,6680512,"03.12.21 5:51","04.12.21 11:38",MacOS
1278,2363205,23.03.20 22:35,24.03.20 10:01,iOS
1279,1278173,"05.04.23 22:11","05.04.23 22:59",Android
1280,7615686,11.10.21 14:38,12.10.21 23:26,Android
1281,7486474,20.04.23 20:07,20.04.23 23:45,MacOS
1282,7946166,17.06.22 22:20,18.06.22 17:16,MacOS
1283,7382995,"03.08.20 1:05","03.08.20 3:00",Android
1284,2250569,31.12.22 7:45,31.12.22 13:14,Ubuntu
1285,1947571,19.04.23 19:56,20.04.23 6:50,Windows
1286,8852823,"09.05.21 11:29","09.05.21 13:28",Android
1287,2929238,"01.09.21 9:34","01.09.21 9:46",Ubuntu
1288,7803392,24.01.20 18:47,26.01.20 3:57,MacOS
1289,45933,16.12.22 16:09,17.12.22 0:46,MacOS
1290,8131696,26.07.22 14:32,27.07.22 15:43,Windows
1291,3730827,"04.10.22 7:15","04.10.22 7:53",MacOS
1292,7757457,"03.02.22 15:59","05.02.22 2:44",MacOS
1293,5001580,"06.02.21 5:01","07.02.21 0:06",Android
1294,6515059,"09.03.20 19:41",10.03.20 12:09,Windows
1295,5852935,"05.06.22 7:24","06.06.22 9:56",iOS
1296,953082,11.02.20 20:40,11.02.20 22:33,MacOS
1297,9399964,"07.09.21 4:02","08.09.21 6:07",Ubuntu
1298,4775564,16.06.22 4:48,16.06.22 17:56,Ubuntu
1299,4398096,"07.12.20 12:52","08.12.20 13:50",Ubuntu
1300,8433372,17.01.22 13:12,17.01.22 22:07,iOS
1301,10760,#Н/Д,#Н/Д,Ubuntu
1302,2498535,30.12.20 12:47,30.12.20 16:34,MacOS
1303,1759350,"05.06.20 4:40","06.06.20 3:33",Android
1304,3197234,23.04.22 11:18,24.04.22 1:59,Android
1305,5893207,11.08.21 22:08,12.08.21 17:45,Android
1306,2951321,27.01.20 7:54,28.01.20 2:43,MacOS
1307,5126609,24.07.20 19:45,25.07.20 21:56,Android
1308,1860821,10.10.21 11:43,10.10.21 12:11,Android
1309,6239636,17.04.22 16:17,19.04.22 0:22,Android
1310,3896308,"04.07.22 19:37","05.07.22 20:08",MacOS
1311,9279399,27.07.21 3:28,27.07.21 8:08,iOS
1312,5385017,25.08.20 12:35,25.08.20 21:42,Android
1313,4565766,27.09.22 13:16,27.09.22 13:29,iOS
1314,8175869,"09.03.21 11:05","09.03.21 13:57",Windows
1315,449278,"01.12.22 16:40","02.12.22 1:29",MacOS
1316,3730827,"04.10.22 12:04","05.10.22 1:45",Windows
1317,3344608,17.02.21 10:50,18.02.21 0:01,iOS
1318,4966258,24.01.20 0:13,24.01.20 18:04,Android
1319,8264228,"08.03.22 20:43",10.03.22 4:10,iOS
1320,7796294,26.06.21 0:40,27.06.21 4:00,Ubuntu
1321,6397165,10.04.22 12:14,11.04.22 8:19,iOS
1322,1788676,23.12.21 5:37,24.12.21 3:35,MacOS
1323,6139190,28.10.21 16:25,28.10.21 16:54,iOS
1324,4630878,23.04.20 11:07,24.04.20 9:15,Ubuntu
1325,6370195,14.01.20 1:22,15.01.20 11:54,iOS
1326,45933,16.12.22 12:28,17.12.22 3:39,iOS
1327,1338867,"04.07.21 8:14","05.07.21 2:56",Windows
1328,1587527,19.02.23 13:52,20.02.23 4:02,iOS
1329,4350633,11.09.21 23:40,12.09.21 21:14,Ubuntu
1330,563853,10.07.20 23:20,11.07.20 16:41,MacOS
1331,5684078,"07.11.21 20:56","08.11.21 2:22",Android
1332,5937818,26.07.20 6:16,27.07.20 10:22,iOS
1333,3073231,18.03.23 1:56,19.03.23 5:12,iOS
1334,6922838,24.07.21 2:00,24.07.21 3:55,Windows
1335,2649465,14.06.22 6:51,15.06.22 5:07,iOS
1336,4061505,29.03.20 2:08,30.03.20 13:23,MacOS
1337,7664568,10.04.23 20:07,11.04.23 17:04,Windows
1338,2227895,"04.04.20 10:20","04.04.20 15:44",MacOS
1339,5385017,25.08.20 22:25,26.08.20 12:36,Android
1340,3205971,17.11.20 10:20,18.11.20 1:13,MacOS
1341,5277103,"02.05.20 17:18","03.05.20 17:23",Ubuntu
1342,7253873,"08.09.22 5:53","09.09.22 16:40",MacOS
1343,7352391,17.11.20 15:20,17.11.20 20:33,Windows
1344,9568232,"06.03.23 8:42","06.03.23 20:48",Windows
1345,972383,10.01.20 20:51,11.01.20 2:03,Ubuntu
1346,5355222,27.01.22 12:53,28.01.22 6:22,MacOS
1347,3258133,24.02.20 14:47,24.02.20 22:25,Windows
1348,1125364,14.07.22 13:51,16.07.22 0:14,Android
1349,4630878,23.04.20 1:00,23.04.20 23:44,Android
1350,9568232,"06.03.23 2:39","07.03.23 12:33",iOS
1351,8190145,27.03.21 10:07,28.03.21 18:41,Ubuntu
1352,7601333,27.02.20 3:15,28.02.20 13:24,Windows
1353,9871721,"09.02.22 13:40",10.02.22 13:16,Ubuntu
1354,8042250,12.09.20 15:24,13.09.20 13:19,Ubuntu
1355,5001580,"06.02.21 3:06","07.02.21 13:06",Android
1356,9444547,26.02.21 20:13,27.02.21 22:15,Ubuntu
1357,4534342,10.02.20 3:58,10.02.20 19:38,Ubuntu
1358,8042250,12.09.20 15:23,14.09.20 1:00,Android
1359,8929248,"03.05.20 7:29","04.05.20 9:53",iOS
1360,7664568,10.04.23 15:33,11.04.23 20:34,Ubuntu
1361,7964933,27.04.21 19:13,29.04.21 7:07,Android
1362,1768745,"09.08.20 12:18","09.08.20 12:36",Android
1363,2893413,"05.04.20 22:54","06.04.20 23:46",MacOS
1364,8596601,12.09.20 19:49,14.09.20 3:29,iOS
1365,1644687,26.11.20 14:59,27.11.20 16:01,Ubuntu
1366,3581230,26.11.20 6:19,27.11.20 17:14,Android
1367,3316103,21.11.21 16:01,22.11.21 5:08,Android
1368,1338867,"04.07.21 18:33","06.07.21 4:29",Android
1369,816871,"01.04.21 6:29","02.04.21 1:55",iOS
1370,46175,17.07.22 9:55,18.07.22 7:07,iOS
1371,8283210,13.10.20 13:08,14.10.20 9:14,iOS
1372,5605913,"08.06.21 14:11","09.06.21 9:41",Windows
1373,2769270,"05.12.20 8:44","05.12.20 14:35",iOS
1374,8929248,"03.05.20 4:34","04.05.20 15:22",iOS
1375,8112662,"08.07.22 5:39","09.07.22 0:03",Android
1376,3258133,24.02.20 15:13,25.02.20 19:49,Windows
1377,4630878,23.04.20 17:02,24.04.20 14:06,MacOS
1378,4244509,27.04.21 7:14,28.04.21 13:56,iOS
1379,9871721,"09.02.22 10:10",10.02.22 10:19,MacOS
1380,8860090,"02.11.22 7:09","02.11.22 12:07",Android
1381,5678004,"05.07.20 5:06","05.07.20 17:28",MacOS
1382,7946810,27.01.22 10:40,28.01.22 3:01,MacOS
1383,6515059,"09.03.20 22:58",10.03.20 21:16,Ubuntu
1384,9420024,30.04.22 13:38,"01.05.22 6:55",iOS
1385,5511796,21.12.20 10:53,21.12.20 17:22,Android
1386,5277103,"02.05.20 0:23","02.05.20 17:38",Windows
1387,7349502,21.03.23 10:12,22.03.23 18:16,Android
1388,7946166,17.06.22 17:46,18.06.22 17:18,Windows
1389,1788676,23.12.21 17:59,24.12.21 17:02,Windows
1390,207098,27.03.20 13:08,27.03.20 23:39,iOS
1391,9986695,#Н/Д,#Н/Д,Android
1392,9849164,26.05.21 19:31,28.05.21 5:57,Android
1393,8987261,22.04.23 0:28,22.04.23 5:08,Windows
1394,269301,"02.07.20 5:47","03.07.20 10:08",iOS
1395,106946,21.07.22 22:40,22.07.22 3:04,Windows
1396,9358854,18.08.21 22:11,19.08.21 10:59,MacOS
1397,9851599,23.03.23 21:28,24.03.23 10:55,Windows
1398,7796294,26.06.21 6:13,27.06.21 4:03,iOS
1399,8568720,23.01.21 22:59,24.01.21 3:53,iOS
1400,4376295,"07.04.21 4:45","07.04.21 11:54",MacOS
1401,7382995,"03.08.20 15:56","03.08.20 17:34",Android
1402,9156814,11.11.21 23:51,12.11.21 11:10,Android
1403,2250569,31.12.22 1:58,31.12.22 16:14,MacOS
1404,6286907,16.04.23 16:01,17.04.23 4:19,Ubuntu
1405,2491745,12.03.21 18:32,13.03.21 16:57,Android
1406,948334,16.02.20 7:02,16.02.20 18:32,iOS
1407,517697,28.10.20 9:31,29.10.20 10:05,iOS
1408,3163123,15.12.22 22:59,16.12.22 18:06,Windows
1409,8552253,"04.06.21 16:12","06.06.21 3:19",Windows
1410,3704618,"03.10.20 2:15","03.10.20 15:55",MacOS
1411,4350633,11.09.21 8:06,11.09.21 11:00,Android
1412,3348290,27.04.22 2:51,28.04.22 12:28,iOS
1413,1233520,23.07.22 23:23,24.07.22 16:24,Ubuntu
1414,1759350,"05.06.20 1:55","05.06.20 7:11",Android
1415,7637780,15.03.21 20:44,17.03.21 0:50,Windows
1416,6550808,16.10.21 18:52,17.10.21 9:16,MacOS
1417,8596601,12.09.20 3:43,12.09.20 12:03,Android
1418,9399964,"07.09.21 13:26","07.09.21 16:28",Ubuntu
1419,972383,10.01.20 22:10,11.01.20 14:21,iOS
1420,1469502,13.02.23 19:41,14.02.23 11:00,Windows
1421,4147721,28.04.23 21:59,28.04.23 22:47,MacOS
1422,3269950,#Н/Д,#Н/Д,Windows
1423,45933,16.12.22 10:02,17.12.22 4:53,MacOS
1424,9517861,"09.09.22 8:38",10.09.22 17:27,iOS
1425,380443,"06.11.21 11:17","07.11.21 6:01",Windows
1426,2437302,19.01.23 17:59,21.01.23 3:13,Windows
1427,5511796,21.12.20 23:06,23.12.20 9:18,Windows
1428,5761311,"02.12.22 21:40","03.12.22 5:16",Android
1429,3097030,12.02.23 21:37,12.02.23 23:51,iOS
1430,9358854,18.08.21 6:44,19.08.21 4:44,Windows
1431,6811586,"07.11.22 2:59","07.11.22 16:13",Android
1432,8042250,12.09.20 0:05,13.09.20 11:07,Android
1433,6370195,14.01.20 13:47,15.01.20 13:13,Ubuntu
1434,2250569,31.12.22 4:07,31.12.22 4:11,iOS
1435,1125538,"07.11.21 18:35","08.11.21 17:49",iOS
1436,6371316,25.08.20 2:30,26.08.20 8:24,MacOS
1437,2140545,"08.09.20 17:24","09.09.20 13:47",iOS
1438,7664568,10.04.23 11:41,11.04.23 0:46,iOS
1439,1432858,"06.09.22 13:09","07.09.22 8:59",iOS
1440,983084,20.02.23 6:52,21.02.23 13:38,MacOS
1441,9986695,#Н/Д,#Н/Д,iOS
1442,5327818,24.04.21 9:03,25.04.21 15:59,Ubuntu
1443,7381334,11.04.23 12:52,12.04.23 21:22,Android
1444,7528079,16.08.22 23:37,17.08.22 11:15,Android
1445,113347,21.01.23 10:16,22.01.23 10:08,MacOS
1446,7571024,"09.04.21 20:57",11.04.21 1:59,Windows
1447,4631776,"02.02.23 8:52","02.02.23 20:05",Ubuntu
1448,5955589,12.06.22 0:39,13.06.22 1:12,Android
1449,7571024,"09.04.21 23:36",10.04.21 19:43,iOS
1450,8195073,19.02.22 6:48,20.02.22 5:51,Windows
1451,8929248,"03.05.20 17:29","05.05.20 3:46",iOS
1452,219455,14.05.21 6:20,14.05.21 15:15,iOS
1453,6109375,29.10.22 1:39,30.10.22 7:06,Windows
1454,2962652,30.10.21 22:18,30.10.21 23:00,Windows
1455,6286907,16.04.23 4:03,16.04.23 22:00,Windows
1456,6235073,17.12.20 4:52,18.12.20 8:41,MacOS
1457,9000964,"04.09.20 7:57","05.09.20 17:13",iOS
1458,6371316,25.08.20 7:03,25.08.20 8:04,Windows
1459,1082513,14.10.22 21:41,16.10.22 6:32,Ubuntu
1460,8494844,16.09.22 12:34,17.09.22 6:45,Windows
1461,1086528,18.10.22 9:27,19.10.22 12:37,iOS
1462,1156414,15.02.22 5:02,16.02.22 4:49,MacOS
1463,3896175,14.07.21 5:58,15.07.21 15:59,MacOS
1464,9552296,21.04.20 11:22,22.04.20 12:20,Android
1465,9858259,"08.05.21 2:10","08.05.21 11:18",Ubuntu
1466,3340564,25.08.22 9:39,26.08.22 0:07,Ubuntu
1467,4259101,28.03.20 20:21,30.03.20 1:02,Ubuntu
1468,2911210,19.03.22 22:52,20.03.22 14:54,Windows
1469,2893413,"05.04.20 17:19","05.04.20 17:43",Windows
1470,7147379,22.04.23 9:49,23.04.23 13:08,MacOS
1471,8131696,26.07.22 21:28,28.07.22 6:16,Ubuntu
1472,2893413,"05.04.20 23:27","06.04.20 23:06",MacOS
1473,3508936,13.06.22 14:59,14.06.22 17:54,Windows
1474,7013402,21.06.20 16:28,22.06.20 4:54,iOS
1475,4398096,"07.12.20 19:29","08.12.20 18:26",MacOS
1476,6145504,23.12.21 5:29,24.12.21 13:24,iOS
1477,935381,"03.06.22 3:41","03.06.22 16:05",Ubuntu
1478,9841596,20.04.21 15:45,21.04.21 6:30,Ubuntu
1479,263450,26.03.21 10:30,26.03.21 12:21,Ubuntu
1480,4954842,27.02.21 6:37,28.02.21 0:21,MacOS
1481,3164033,"06.08.20 19:01","07.08.20 1:04",Android
1482,8940788,22.07.20 22:36,23.07.20 10:54,MacOS
1483,2649465,14.06.22 19:04,15.06.22 2:50,Ubuntu
1484,6319082,"06.09.21 5:05","06.09.21 5:32",MacOS
1485,2491745,12.03.21 13:43,13.03.21 22:56,iOS
1486,2840310,11.10.20 9:48,11.10.20 23:52,MacOS
1487,9949746,13.01.20 4:50,14.01.20 2:55,Android
1488,5385017,25.08.20 6:19,25.08.20 19:04,Windows
1489,9851599,23.03.23 11:42,24.03.23 4:46,Ubuntu
1490,8591362,22.12.20 17:39,23.12.20 18:53,Ubuntu
1491,5635923,24.07.22 10:20,24.07.22 13:03,MacOS
1492,1587527,19.02.23 13:49,20.02.23 3:34,Android
1493,6510939,"02.06.21 1:54","02.06.21 9:42",MacOS
1494,3187128,26.03.23 22:31,27.03.23 17:09,Android
1495,91618,16.11.20 15:52,17.11.20 9:10,MacOS
1496,7244925,20.07.22 21:25,21.07.22 10:05,Ubuntu
1497,1678715,11.07.21 6:30,12.07.21 17:42,Android
1498,219455,14.05.21 20:45,15.05.21 6:51,Android
1499,6358354,"05.07.21 7:25","06.07.21 6:57",Android
1500,2839353,30.08.20 10:10,31.08.20 12:20,iOS
1501,1908237,16.06.22 16:55,17.06.22 23:18,Ubuntu
1502,4565766,27.09.22 8:32,27.09.22 22:56,Android
1503,4200162,"01.05.22 14:48","01.05.22 23:42",iOS
1504,7586335,26.11.21 4:24,26.11.21 9:50,Windows
1505,46175,17.07.22 3:40,18.07.22 6:35,Windows
1506,6286907,16.04.23 9:10,17.04.23 1:45,MacOS
1507,2893413,"05.04.20 19:18","06.04.20 20:10",Windows
1508,8628476,"09.12.20 3:37",10.12.20 2:19,Android
1509,404164,26.08.20 8:59,26.08.20 23:50,MacOS
1510,9156814,11.11.21 5:19,11.11.21 9:41,iOS
1511,9841663,27.07.20 17:56,28.07.20 23:30,MacOS
1512,8545580,"09.10.20 14:15",10.10.20 6:54,Android
1513,3097030,12.02.23 3:15,12.02.23 7:07,Android
1514,5937818,26.07.20 21:55,27.07.20 13:33,Ubuntu
1515,3896175,14.07.21 1:22,15.07.21 7:07,Ubuntu
1516,9168167,"08.07.21 21:52","09.07.21 16:39",Ubuntu
1517,1644687,26.11.20 0:17,26.11.20 1:08,Ubuntu
1518,3363037,27.12.20 10:09,27.12.20 20:35,Windows
1519,6615705,22.06.21 13:18,23.06.21 0:15,Windows
1520,9603222,12.10.21 0:20,12.10.21 4:52,Windows
1521,2437302,19.01.23 13:19,20.01.23 7:47,MacOS
1522,9941395,14.01.21 6:08,15.01.21 17:27,Windows
1523,4997613,10.07.20 18:30,10.07.20 18:39,iOS
1524,4565766,27.09.22 2:55,27.09.22 11:32,Windows
1525,113347,21.01.23 10:07,21.01.23 19:11,iOS
1526,9629081,23.03.22 18:47,23.03.22 18:55,Ubuntu
1527,3097030,12.02.23 18:52,12.02.23 19:38,iOS
1528,6145504,23.12.21 12:42,23.12.21 17:31,Android
1529,3164493,21.04.23 13:26,22.04.23 16:41,Ubuntu
1530,818921,"07.02.21 0:38","07.02.21 9:52",iOS
1531,7147379,22.04.23 8:19,22.04.23 15:29,iOS
1532,2516946,23.03.22 5:28,24.03.22 4:00,MacOS
1533,2523079,23.04.22 11:40,24.04.22 8:45,Windows
1534,271207,"08.08.21 11:11","08.08.21 16:25",Ubuntu
1535,4966258,24.01.20 5:00,25.01.20 8:49,Ubuntu
1536,1838335,28.11.22 20:04,29.11.22 10:50,Android
1537,3896308,"04.07.22 23:42","05.07.22 16:56",Windows
1538,563853,10.07.20 1:31,10.07.20 10:15,Windows
1539,4641043,21.03.20 21:32,22.03.20 4:10,iOS
1540,1587527,19.02.23 9:32,20.02.23 16:17,Windows
1541,7352391,17.11.20 22:31,18.11.20 11:27,Android
1542,2125342,"09.05.20 6:51","09.05.20 9:57",Windows
1543,9552296,21.04.20 17:01,21.04.20 19:15,MacOS
1544,327660,25.02.21 2:21,25.02.21 23:01,Android
1545,9841663,27.07.20 3:07,27.07.20 6:42,iOS
1546,4951223,"06.12.21 20:51","08.12.21 0:18",iOS
1547,8903079,10.10.20 17:55,11.10.20 12:00,MacOS
1548,8264228,"08.03.22 4:06","08.03.22 15:31",Android
1549,5385017,25.08.20 11:50,25.08.20 19:30,MacOS
1550,9963256,"02.11.20 22:39","03.11.20 8:42",iOS
1551,4334962,18.04.23 23:08,19.04.23 7:52,MacOS
1552,9629081,23.03.22 20:18,24.03.22 11:00,Windows
1553,950760,15.08.22 4:01,16.08.22 6:06,Android
1554,7946810,27.01.22 8:10,28.01.22 13:23,Windows
1555,7382995,"03.08.20 13:07","04.08.20 20:17",Windows
1556,7637780,15.03.21 2:45,16.03.21 11:48,Ubuntu
1557,9858259,"08.05.21 11:26","08.05.21 21:30",Windows
1558,5980316,"06.03.22 10:23","07.03.22 18:12",Android
1559,7199090,13.07.21 23:04,14.07.21 22:43,MacOS
1560,3163123,15.12.22 1:43,16.12.22 1:55,Android
1561,983084,20.02.23 22:54,21.02.23 23:42,Ubuntu
1562,9399964,"07.09.21 5:51","07.09.21 19:30",Android
1563,9603222,12.10.21 22:09,13.10.21 13:53,Android
1564,3656857,20.04.20 13:15,20.04.20 20:40,MacOS
1565,7199090,13.07.21 8:50,14.07.21 17:34,Ubuntu
1566,8912688,13.04.22 19:45,14.04.22 0:11,Ubuntu
1567,5355222,27.01.22 18:45,29.01.22 2:59,Android
1568,2516946,23.03.22 14:00,25.03.22 1:03,MacOS
1569,8628476,"09.12.20 12:32","09.12.20 17:50",Ubuntu
1570,3603634,19.02.22 17:14,20.02.22 22:15,Android
1571,4429780,23.03.23 12:58,23.03.23 14:29,Windows
1572,4180347,20.10.22 5:53,20.10.22 6:57,iOS
1573,7431085,26.08.20 3:54,26.08.20 4:33,iOS
1574,6397165,10.04.22 8:55,11.04.22 9:41,MacOS
1575,4812339,24.10.22 21:59,25.10.22 14:56,Android
1576,380443,"06.11.21 0:47","07.11.21 11:12",iOS
1577,6071307,"08.02.22 6:28","09.02.22 1:36",Ubuntu
1578,2863917,19.10.20 13:14,20.10.20 20:13,MacOS
1579,8016267,19.02.23 23:44,21.02.23 11:24,Windows
1580,6971132,"05.01.21 2:02","06.01.21 0:23",MacOS
1581,8317488,20.09.21 9:21,20.09.21 19:35,Ubuntu
1582,2839353,30.08.20 2:14,30.08.20 2:17,Windows
1583,9517861,"09.09.22 3:29","09.09.22 21:17",MacOS
1584,4814995,20.05.20 7:42,20.05.20 19:49,MacOS
1585,8157735,15.04.23 17:03,16.04.23 12:20,iOS
1586,9629081,23.03.22 7:45,23.03.22 22:30,iOS
1587,8760454,17.03.20 23:20,19.03.20 0:27,MacOS
1588,91618,16.11.20 13:45,17.11.20 7:46,Android
1589,5122784,30.05.22 10:27,30.05.22 23:51,Ubuntu
1590,2769270,"05.12.20 7:07","05.12.20 10:10",iOS
1591,2102900,25.05.20 12:20,26.05.20 11:10,Windows
1592,3363037,27.12.20 14:00,28.12.20 14:01,MacOS
1593,6276862,"03.11.21 2:17","04.11.21 8:06",iOS
1594,8433372,17.01.22 18:51,17.01.22 22:10,iOS
1595,2039915,"09.03.20 2:24",10.03.20 11:09,Ubuntu
1596,4147721,28.04.23 4:30,29.04.23 13:11,Android
1597,1233520,23.07.22 16:59,24.07.22 23:47,MacOS
1598,3164493,21.04.23 21:23,22.04.23 17:44,iOS
1599,9058381,"01.05.20 19:35","02.05.20 8:33",MacOS
1600,2437302,19.01.23 19:26,20.01.23 1:37,MacOS
1601,9525027,21.10.22 17:54,23.10.22 2:00,Ubuntu
1602,8596601,12.09.20 20:35,13.09.20 13:01,MacOS
1603,7964933,27.04.21 0:42,27.04.21 22:49,iOS
1604,8760454,17.03.20 20:57,17.03.20 22:12,iOS
1605,9849164,26.05.21 10:17,26.05.21 11:40,MacOS
1606,8016267,19.02.23 0:37,19.02.23 2:55,Android
1607,5202940,14.02.23 10:29,15.02.23 15:56,iOS
1608,5981398,13.03.20 13:11,13.03.20 14:07,Windows
1609,46175,17.07.22 13:52,18.07.22 7:04,MacOS
1610,1587527,19.02.23 2:31,19.02.23 16:30,iOS
1611,9970004,25.09.22 5:45,26.09.22 0:14,iOS
1612,1469502,13.02.23 21:56,15.02.23 4:41,Ubuntu
1613,3699199,13.12.21 1:55,13.12.21 3:16,Ubuntu
1614,8283210,13.10.20 7:14,13.10.20 21:19,MacOS
1615,4617094,12.09.21 11:55,12.09.21 17:26,MacOS
1616,106946,21.07.22 11:12,22.07.22 2:38,Ubuntu
1617,6809972,"04.09.20 3:34","04.09.20 13:12",Android
1618,4104890,"07.03.22 8:31","08.03.22 7:18",Android
1619,3073231,18.03.23 4:48,18.03.23 12:27,MacOS
1620,3896308,"04.07.22 19:48","05.07.22 15:26",iOS
1621,6766988,26.02.22 17:25,27.02.22 2:09,iOS
1622,113347,21.01.23 17:47,22.01.23 0:35,MacOS
1623,7946810,27.01.22 18:08,28.01.22 17:31,Android
1624,4687080,"07.05.21 10:52","08.05.21 10:31",MacOS
1625,563853,10.07.20 3:50,11.07.20 13:58,MacOS
1626,1082513,14.10.22 12:50,15.10.22 20:35,MacOS
